month,begin_balance,sched_principal,prepayment,total_principal,interest,total_cash,end_balance,CPR,SMM
160,32298.04554210655,-349.4831208575746,167.90665884093193,-181.57646201664267,137.80499431298796,-43.77146770365471,32479.62200412319,0.06,0.005143012831822946
161,32479.62200412319,-350.25784709551226,168.8444933420234,-181.41335375348885,138.57972055092563,-42.83363320256322,32661.035357876677,0.06,0.005143012831822946
162,32661.035357876677,-351.03187740486044,169.7814853960548,-181.25039200880565,139.35375086027383,-41.89664114853181,32842.28574988549,0.06,0.005143012831822946
163,32842.28574988549,-351.8052124107647,170.7176357597877,-181.08757665097698,140.12708586617808,-40.96049078479891,33023.373326536464,0.06,0.005143012831822946
164,33023.373326536464,-352.5778527378088,171.65294518930378,-180.92490754850505,140.89972619322225,-40.0251813552828,33204.29823408497,0.06,0.005143012831822946
165,33204.29823408497,-353.34979901001583,172.58741444000557,-180.76238457001025,141.67167246542922,-39.09071210458103,33385.06061865498,0.06,0.005143012831822946
166,33385.06061865498,-354.12105185084783,173.521044266617,-180.60000758423084,142.44292530626123,-38.15708227796961,33565.66062623921,0.06,0.005143012831822946
167,33565.66062623921,-354.89161188320725,174.45383542318413,-180.43777646002312,143.21348533862064,-37.22429112140247,33746.09840269923,0.06,0.005143012831822946
168,33746.09840269923,-355.6614797294367,175.3857886630756,-180.27569106636108,143.98335318485005,-36.29233788151103,33926.37409376559,0.06,0.005143012831822946
169,33926.37409376559,-356.4306560113198,176.31690473898328,-180.11375127233651,144.7525294667332,-35.36122180560332,34106.487845037926,0.06,0.005143012831822946
170,34106.487845037926,-357.19914135008173,177.24718440292298,-179.95195694715875,145.52101480549516,-34.43094214166359,34286.439801985085,0.06,0.005143012831822946
171,34286.439801985085,-357.96693636638963,178.17662840623498,-179.79030796015465,146.28880982180303,-33.50149813835162,34466.23010994524,0.06,0.005143012831822946
172,34466.23010994524,-358.73404168035296,179.10523749958455,-179.6288041807684,147.05591513576636,-32.57288904500206,34645.85891412601,0.06,0.005143012831822946
173,34645.85891412601,-359.5004579115242,180.03301243296266,-179.46744547856156,147.82233136693765,-31.64511411162391,34825.32635960457,0.06,0.005143012831822946
174,34825.32635960457,-360.26618567889943,180.9599539556867,-179.30623172321273,148.58805913431286,-30.718172588899876,35004.63259132778,0.06,0.005143012831822946
175,35004.63259132778,-361.03122560091845,181.8860628164008,-179.14516278451765,149.35309905633187,-29.79206372818578,35183.7777541123,0.06,0.005143012831822946
176,35183.7777541123,-361.79557829546576,182.81133976307666,-178.9842385323891,150.11745175087916,-28.866786781509944,35362.761992644686,0.06,0.005143012831822946
177,35362.761992644686,-362.5592443798706,183.73578554301412,-178.8234588368565,150.881117835284,-27.942341001572515,35541.585451481544,0.06,0.005143012831822946
178,35541.585451481544,-363.3222244709078,184.65940090284167,-178.66282356806616,151.64409792632125,-27.018725641744908,35720.24827504961,0.06,0.005143012831822946
179,35720.24827504961,-364.0845191847983,185.58218658851712,-178.50233259628118,152.4063926402117,-26.095939956069486,35898.750607645896,0.06,0.005143012831822946
180,35898.750607645896,-364.8461291372091,186.50414334532823,-178.3419857918809,153.16800259262249,-25.1739831992584,36077.092593437774,0.06,0.005143012831822946
